,수온,Condition factor,ALP,T P,Wgp2,Wgi3,Whkp2,Whki2-1,Wlr1,Wlr2-1,Wsi2,결과
830,22.3,2.101,217.0,5.6,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0
831,22.3,1.892,95.0,2.8,0.0,0.0,8.0,4.0,8.0,8.0,4.0,1.0
832,23.4,2.003,85.0,4.5,0.0,0.0,12.0,0.0,4.0,4.0,8.0,1.0
833,23.4,2.001,158.0,6.0,0.0,0.0,4.0,0.0,0.0,8.0,4.0,1.0
834,23.4,2.023,178.0,3.5,0.0,0.0,0.0,0.0,8.0,8.0,4.0,1.0
835,23.4,1.656,155.0,3.6,0.0,0.0,4.0,0.0,4.0,8.0,8.0,1.0
836,23.4,1.964,233.0,2.9,0.0,0.0,0.0,0.0,4.0,8.0,8.0,1.0
837,23.4,2.017,263.0,9.2,0.0,0.0,4.0,0.0,8.0,8.0,0.0,1.0
838,23.4,2.082,175.0,2.7,0.0,0.0,4.0,0.0,4.0,8.0,0.0,1.0
839,23.4,1.841,176.0,4.2,0.0,0.0,0.0,8.0,4.0,12.0,4.0,1.0
840,23.4,1.821,171.0,7.4,0.0,0.0,0.0,0.0,4.0,8.0,8.0,1.0
841,23.4,2.083,207.0,4.5,0.0,4.0,0.0,4.0,4.0,12.0,4.0,1.0
842,23.4,1.73,98.0,2.2,0.0,0.0,12.0,0.0,8.0,12.0,0.0,1.0
843,23.4,1.863,199.0,3.2,0.0,0.0,8.0,0.0,8.0,12.0,0.0,1.0
844,23.4,1.757,121.0,4.4,0.0,8.0,8.0,0.0,8.0,12.0,0.0,2.0
845,23.4,1.93,186.0,6.3,0.0,0.0,8.0,4.0,4.0,8.0,0.0,1.0
846,23.4,1.855,191.0,4.7,0.0,0.0,8.0,0.0,0.0,12.0,4.0,1.0
847,23.4,1.861,258.0,5.6,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0
848,23.4,1.726,138.0,3.6,0.0,0.0,8.0,4.0,4.0,12.0,0.0,1.0
849,23.4,1.909,159.0,5.0,0.0,0.0,4.0,4.0,4.0,8.0,0.0,1.0
850,24.1,1.782,286.0,5.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0
851,24.1,1.694,353.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
852,24.1,1.706,306.0,5.2,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0
853,24.1,1.705,513.0,5.2,0.0,0.0,0.0,8.0,4.0,4.0,0.0,1.0
854,24.1,1.692,306.0,6.8,0.0,0.0,0.0,8.0,0.0,4.0,4.0,1.0
855,24.1,1.842,302.0,6.0,0.0,0.0,0.0,8.0,0.0,4.0,0.0,0.0
856,24.1,1.816,283.0,5.7,0.0,0.0,0.0,8.0,0.0,0.0,4.0,0.0
857,24.1,1.871,316.0,5.9,0.0,0.0,4.0,4.0,0.0,0.0,4.0,1.0
858,24.1,1.732,761.0,6.4,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0
859,24.1,1.806,499.0,6.0,0.0,0.0,4.0,12.0,0.0,0.0,4.0,1.0
860,24.1,1.888,287.0,5.3,0.0,0.0,4.0,4.0,4.0,4.0,0.0,1.0
861,24.1,1.908,310.0,4.8,0.0,0.0,4.0,4.0,4.0,4.0,4.0,1.0
862,24.1,1.89,480.0,5.2,0.0,0.0,0.0,8.0,0.0,4.0,0.0,0.0
863,24.1,2.012,444.0,6.0,0.0,4.0,0.0,8.0,0.0,0.0,0.0,1.0
864,24.1,2.14,380.0,5.1,0.0,0.0,4.0,8.0,0.0,0.0,0.0,0.0
865,24.1,2.041,349.0,5.4,0.0,4.0,4.0,0.0,0.0,4.0,8.0,1.0
866,24.1,1.953,306.0,5.8,0.0,0.0,4.0,8.0,0.0,0.0,4.0,1.0
867,24.1,1.959,304.0,5.1,0.0,0.0,4.0,4.0,0.0,0.0,8.0,1.0
868,24.1,1.877,169.0,6.6,0.0,0.0,0.0,4.0,0.0,0.0,8.0,1.0
869,24.1,1.854,239.0,5.3,0.0,4.0,4.0,0.0,0.0,0.0,4.0,1.0
870,22.8,2.31,378.0,7.4,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0
871,22.8,2.321,342.0,6.8,0.0,0.0,0.0,4.0,0.0,0.0,8.0,0.0
872,22.8,2.018,376.0,8.4,0.0,0.0,4.0,0.0,0.0,0.0,8.0,1.0
873,22.8,2.045,377.0,6.9,0.0,0.0,4.0,0.0,0.0,0.0,8.0,1.0
874,22.8,2.356,408.0,7.9,0.0,0.0,4.0,0.0,0.0,0.0,8.0,1.0
875,22.8,2.159,533.0,5.1,0.0,0.0,4.0,0.0,8.0,4.0,4.0,0.0
876,22.8,2.12,341.0,6.5,0.0,0.0,4.0,0.0,4.0,4.0,4.0,1.0
877,22.8,2.115,353.0,7.4,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0
878,22.8,2.047,319.0,6.9,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
879,22.8,2.26,292.0,6.9,0.0,0.0,4.0,0.0,0.0,0.0,8.0,1.0
880,22.8,2.674,251.0,4.9,0.0,0.0,4.0,4.0,0.0,0.0,4.0,1.0
881,22.8,2.447,199.0,6.6,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0
882,22.8,2.359,158.0,5.5,0.0,4.0,4.0,0.0,0.0,0.0,8.0,1.0
883,22.8,2.206,140.0,5.1,0.0,0.0,4.0,0.0,0.0,0.0,8.0,1.0
884,22.8,2.736,192.0,4.1,0.0,0.0,4.0,4.0,0.0,0.0,4.0,0.0
885,22.8,2.493,215.0,4.9,0.0,0.0,0.0,4.0,0.0,0.0,8.0,1.0
886,22.8,2.543,146.0,4.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
887,22.8,2.295,149.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0
888,22.8,2.622,204.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
889,22.8,2.503,152.0,5.3,0.0,0.0,4.0,4.0,0.0,0.0,12.0,1.0
